,Station No.,Status,Time,Stands,Bikes Avail,Spaces Avail,Bank,human_readible,weather_tamp,weather_rain,weather_temperature,weather_time
123039,49.0,OPEN,1521141665000,40,36,4,0,15/03/2018 19:21:05,1521136800000.0,0.05,7.6,15/03/2018 18:00
123040,19.0,OPEN,1521141662000,30,0,30,0,15/03/2018 19:21:02,1521136800000.0,0.05,7.6,15/03/2018 18:00
123042,60.0,OPEN,1521141597000,30,18,12,1,15/03/2018 19:19:57,1521136800000.0,0.05,7.6,15/03/2018 18:00
123044,38.0,OPEN,1521141611000,40,38,1,0,15/03/2018 19:20:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123045,53.0,OPEN,1521141610000,40,0,38,0,15/03/2018 19:20:10,1521136800000.0,0.05,7.6,15/03/2018 18:00
123046,58.0,OPEN,1521141815000,40,4,36,1,15/03/2018 19:23:35,1521136800000.0,0.05,7.6,15/03/2018 18:00
123048,101.0,OPEN,1521141779000,30,7,23,0,15/03/2018 19:22:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123050,8.0,OPEN,1521141767000,30,11,19,0,15/03/2018 19:22:47,1521136800000.0,0.05,7.6,15/03/2018 18:00
123054,82.0,OPEN,1521141734000,22,8,14,0,15/03/2018 19:22:14,1521136800000.0,0.05,7.6,15/03/2018 18:00
123055,76.0,OPEN,1521141671000,38,10,28,0,15/03/2018 19:21:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123056,71.0,OPEN,1521141748000,40,6,34,1,15/03/2018 19:22:28,1521136800000.0,0.05,7.6,15/03/2018 18:00
123058,69.0,OPEN,1521141794000,40,5,35,0,15/03/2018 19:23:14,1521136800000.0,0.05,7.6,15/03/2018 18:00
123060,51.0,OPEN,1521141791000,40,21,19,0,15/03/2018 19:23:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123061,37.0,OPEN,1521141700000,30,1,28,1,15/03/2018 19:21:40,1521136800000.0,0.05,7.6,15/03/2018 18:00
123062,59.0,OPEN,1521141717000,20,6,14,0,15/03/2018 19:21:57,1521136800000.0,0.05,7.6,15/03/2018 18:00
123063,95.0,OPEN,1521141598000,40,17,23,1,15/03/2018 19:19:58,1521136800000.0,0.05,7.6,15/03/2018 18:00
123064,94.0,OPEN,1521141661000,40,31,9,0,15/03/2018 19:21:01,1521136800000.0,0.05,7.6,15/03/2018 18:00
123065,36.0,OPEN,1521141601000,40,16,23,1,15/03/2018 19:20:01,1521136800000.0,0.05,7.6,15/03/2018 18:00
123066,93.0,OPEN,1521141672000,40,39,1,0,15/03/2018 19:21:12,1521136800000.0,0.05,7.6,15/03/2018 18:00
123067,22.0,OPEN,1521141655000,20,12,8,0,15/03/2018 19:20:55,1521136800000.0,0.05,7.6,15/03/2018 18:00
123069,34.0,OPEN,1521141643000,30,16,14,0,15/03/2018 19:20:43,1521136800000.0,0.05,7.6,15/03/2018 18:00
123070,78.0,OPEN,1521141553000,40,14,26,0,15/03/2018 19:19:13,1521136800000.0,0.05,7.6,15/03/2018 18:00
123071,2.0,OPEN,1521141720000,20,5,15,1,15/03/2018 19:22:00,1521136800000.0,0.05,7.6,15/03/2018 18:00
123076,86.0,OPEN,1521141735000,38,37,1,1,15/03/2018 19:22:15,1521136800000.0,0.05,7.6,15/03/2018 18:00
123078,10.0,OPEN,1521141816000,16,15,1,1,15/03/2018 19:23:36,1521136800000.0,0.05,7.6,15/03/2018 18:00
123079,100.0,OPEN,1521141732000,25,25,0,0,15/03/2018 19:22:12,1521136800000.0,0.05,7.6,15/03/2018 18:00
123081,64.0,CLOSED,1521141610000,40,0,0,1,15/03/2018 19:20:10,1521136800000.0,0.05,7.6,15/03/2018 18:00
123084,44.0,OPEN,1521141668000,30,23,7,0,15/03/2018 19:21:08,1521136800000.0,0.05,7.6,15/03/2018 18:00
123085,89.0,CLOSED,1521141719000,40,0,0,1,15/03/2018 19:21:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123086,57.0,OPEN,1521141740000,23,1,22,0,15/03/2018 19:22:20,1521136800000.0,0.05,7.6,15/03/2018 18:00
123088,41.0,OPEN,1521141739000,20,1,19,0,15/03/2018 19:22:19,1521136800000.0,0.05,7.6,15/03/2018 18:00
123091,40.0,OPEN,1521141811000,21,2,19,1,15/03/2018 19:23:31,1521136800000.0,0.05,7.6,15/03/2018 18:00
123092,29.0,OPEN,1521141547000,29,10,19,1,15/03/2018 19:19:07,1521136800000.0,0.05,7.6,15/03/2018 18:00
123093,70.0,OPEN,1521141755000,40,23,17,1,15/03/2018 19:22:35,1521136800000.0,0.05,7.6,15/03/2018 18:00
123095,39.0,OPEN,1521141811000,20,1,19,1,15/03/2018 19:23:31,1521136800000.0,0.05,7.6,15/03/2018 18:00
123096,83.0,OPEN,1521141724000,40,20,20,0,15/03/2018 19:22:04,1521136800000.0,0.05,7.6,15/03/2018 18:00
123097,92.0,OPEN,1521141658000,40,40,0,0,15/03/2018 19:20:58,1521136800000.0,0.05,7.6,15/03/2018 18:00
123098,21.0,OPEN,1521141666000,30,21,8,0,15/03/2018 19:21:06,1521136800000.0,0.05,7.6,15/03/2018 18:00
123099,88.0,OPEN,1521141705000,30,23,7,0,15/03/2018 19:21:45,1521136800000.0,0.05,7.6,15/03/2018 18:00
123100,42.0,OPEN,1521141933000,30,28,2,1,15/03/2018 19:25:33,1521136800000.0,0.05,7.6,15/03/2018 18:00
123101,30.0,CLOSED,1521142052000,20,0,0,1,15/03/2018 19:27:32,1521136800000.0,0.05,7.6,15/03/2018 18:00
123102,54.0,OPEN,1521141905000,33,2,31,0,15/03/2018 19:25:05,1521136800000.0,0.05,7.6,15/03/2018 18:00
123103,56.0,OPEN,1521142118000,40,7,33,0,15/03/2018 19:28:38,1521136800000.0,0.05,7.6,15/03/2018 18:00
123104,6.0,OPEN,1521142106000,20,6,14,0,15/03/2018 19:28:26,1521136800000.0,0.05,7.6,15/03/2018 18:00
123105,18.0,OPEN,1521142108000,30,3,27,1,15/03/2018 19:28:28,1521136800000.0,0.05,7.6,15/03/2018 18:00
123106,32.0,OPEN,1521142045000,30,9,21,1,15/03/2018 19:27:25,1521136800000.0,0.05,7.6,15/03/2018 18:00
123107,52.0,OPEN,1521142038000,32,15,17,0,15/03/2018 19:27:18,1521136800000.0,0.05,7.6,15/03/2018 18:00
123108,48.0,OPEN,1521141945000,40,28,12,0,15/03/2018 19:25:45,1521136800000.0,0.05,7.6,15/03/2018 18:00
123109,13.0,OPEN,1521141929000,30,9,21,0,15/03/2018 19:25:29,1521136800000.0,0.05,7.6,15/03/2018 18:00
123110,43.0,OPEN,1521142117000,30,5,25,1,15/03/2018 19:28:37,1521136800000.0,0.05,7.6,15/03/2018 18:00
123111,81.0,OPEN,1521141935000,40,7,33,0,15/03/2018 19:25:35,1521136800000.0,0.05,7.6,15/03/2018 18:00
123112,31.0,OPEN,1521141883000,20,17,3,0,15/03/2018 19:24:43,1521136800000.0,0.05,7.6,15/03/2018 18:00
123113,98.0,OPEN,1521141962000,30,7,23,1,15/03/2018 19:26:02,1521136800000.0,0.05,7.6,15/03/2018 18:00
123114,14.0,OPEN,1521142115000,30,29,1,0,15/03/2018 19:28:35,1521136800000.0,0.05,7.6,15/03/2018 18:00
123115,1.0,OPEN,1521141839000,31,17,14,0,15/03/2018 19:23:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123116,23.0,OPEN,1521141958000,30,14,16,1,15/03/2018 19:25:58,1521136800000.0,0.05,7.6,15/03/2018 18:00
123117,68.0,OPEN,1521142092000,40,11,29,1,15/03/2018 19:28:12,1521136800000.0,0.05,7.6,15/03/2018 18:00
123120,84.0,OPEN,1521141889000,30,21,9,0,15/03/2018 19:24:49,1521136800000.0,0.05,7.6,15/03/2018 18:00
123123,17.0,OPEN,1521141993000,20,9,11,0,15/03/2018 19:26:33,1521136800000.0,0.05,7.6,15/03/2018 18:00
123124,45.0,OPEN,1521141859000,30,20,10,0,15/03/2018 19:24:19,1521136800000.0,0.05,7.6,15/03/2018 18:00
123125,72.0,OPEN,1521142061000,31,0,31,0,15/03/2018 19:27:41,1521136800000.0,0.05,7.6,15/03/2018 18:00
123127,91.0,OPEN,1521142060000,30,14,16,0,15/03/2018 19:27:40,1521136800000.0,0.05,7.6,15/03/2018 18:00
123128,99.0,OPEN,1521142041000,30,16,14,0,15/03/2018 19:27:21,1521136800000.0,0.05,7.6,15/03/2018 18:00
123130,67.0,OPEN,1521141922000,40,13,27,0,15/03/2018 19:25:22,1521136800000.0,0.05,7.6,15/03/2018 18:00
123131,55.0,OPEN,1521142042000,36,1,35,0,15/03/2018 19:27:22,1521136800000.0,0.05,7.6,15/03/2018 18:00
123132,62.0,OPEN,1521141966000,40,2,38,0,15/03/2018 19:26:06,1521136800000.0,0.05,7.6,15/03/2018 18:00
123133,5.0,OPEN,1521142100000,40,13,27,0,15/03/2018 19:28:20,1521136800000.0,0.05,7.6,15/03/2018 18:00
123134,97.0,OPEN,1521141961000,40,29,11,1,15/03/2018 19:26:01,1521136800000.0,0.05,7.6,15/03/2018 18:00
123136,77.0,OPEN,1521142094000,29,2,27,0,15/03/2018 19:28:14,1521136800000.0,0.05,7.6,15/03/2018 18:00
123137,73.0,OPEN,1521141958000,30,10,20,1,15/03/2018 19:25:58,1521136800000.0,0.05,7.6,15/03/2018 18:00
123139,49.0,OPEN,1521142057000,40,36,4,0,15/03/2018 19:27:37,1521136800000.0,0.05,7.6,15/03/2018 18:00
123140,19.0,OPEN,1521142040000,30,0,30,0,15/03/2018 19:27:20,1521136800000.0,0.05,7.6,15/03/2018 18:00
123141,7.0,OPEN,1521141843000,29,4,25,1,15/03/2018 19:24:03,1521136800000.0,0.05,7.6,15/03/2018 18:00
123142,60.0,OPEN,1521141837000,30,18,12,1,15/03/2018 19:23:57,1521136800000.0,0.05,7.6,15/03/2018 18:00
123143,102.0,OPEN,1521141968000,40,3,37,0,15/03/2018 19:26:08,1521136800000.0,0.05,7.6,15/03/2018 18:00
123144,38.0,OPEN,1521142105000,40,37,2,0,15/03/2018 19:28:25,1521136800000.0,0.05,7.6,15/03/2018 18:00
123146,58.0,OPEN,1521142003000,40,10,30,1,15/03/2018 19:26:43,1521136800000.0,0.05,7.6,15/03/2018 18:00
123147,66.0,OPEN,1521142059000,40,5,34,0,15/03/2018 19:27:39,1521136800000.0,0.05,7.6,15/03/2018 18:00
123148,101.0,OPEN,1521142118000,30,5,25,0,15/03/2018 19:28:38,1521136800000.0,0.05,7.6,15/03/2018 18:00
123149,47.0,OPEN,1521142045000,40,0,40,0,15/03/2018 19:27:25,1521136800000.0,0.05,7.6,15/03/2018 18:00
123150,8.0,OPEN,1521142105000,30,10,20,0,15/03/2018 19:28:25,1521136800000.0,0.05,7.6,15/03/2018 18:00
123151,27.0,OPEN,1521141881000,20,3,17,0,15/03/2018 19:24:41,1521136800000.0,0.05,7.6,15/03/2018 18:00
123152,16.0,OPEN,1521142091000,20,12,8,0,15/03/2018 19:28:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123153,96.0,OPEN,1521141861000,30,15,15,0,15/03/2018 19:24:21,1521136800000.0,0.05,7.6,15/03/2018 18:00
123155,76.0,OPEN,1521141859000,38,11,27,0,15/03/2018 19:24:19,1521136800000.0,0.05,7.6,15/03/2018 18:00
123157,79.0,OPEN,1521142077000,27,0,27,0,15/03/2018 19:27:57,1521136800000.0,0.05,7.6,15/03/2018 18:00
123158,69.0,OPEN,1521142075000,40,3,37,0,15/03/2018 19:27:55,1521136800000.0,0.05,7.6,15/03/2018 18:00
123159,25.0,OPEN,1521142104000,30,0,30,0,15/03/2018 19:28:24,1521136800000.0,0.05,7.6,15/03/2018 18:00
123160,51.0,OPEN,1521142116000,40,21,19,0,15/03/2018 19:28:36,1521136800000.0,0.05,7.6,15/03/2018 18:00
123164,94.0,OPEN,1521141993000,40,33,7,0,15/03/2018 19:26:33,1521136800000.0,0.05,7.6,15/03/2018 18:00
123165,36.0,OPEN,1521142102000,40,15,24,1,15/03/2018 19:28:22,1521136800000.0,0.05,7.6,15/03/2018 18:00
123167,22.0,OPEN,1521141959000,20,13,7,0,15/03/2018 19:25:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123168,12.0,OPEN,1521142067000,20,18,2,0,15/03/2018 19:27:47,1521136800000.0,0.05,7.6,15/03/2018 18:00
123169,34.0,OPEN,1521141959000,30,18,12,0,15/03/2018 19:25:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123170,78.0,OPEN,1521142027000,40,15,25,0,15/03/2018 19:27:07,1521136800000.0,0.05,7.6,15/03/2018 18:00
123171,2.0,OPEN,1521141971000,20,5,15,1,15/03/2018 19:26:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123172,75.0,OPEN,1521141962000,40,37,3,1,15/03/2018 19:26:02,1521136800000.0,0.05,7.6,15/03/2018 18:00
123173,26.0,OPEN,1521142022000,20,4,16,1,15/03/2018 19:27:02,1521136800000.0,0.05,7.6,15/03/2018 18:00
123174,65.0,OPEN,1521141959000,40,2,38,1,15/03/2018 19:25:59,1521136800000.0,0.05,7.6,15/03/2018 18:00
123175,15.0,OPEN,1521141979000,16,2,14,0,15/03/2018 19:26:19,1521136800000.0,0.05,7.6,15/03/2018 18:00
123176,86.0,OPEN,1521142054000,38,38,0,1,15/03/2018 19:27:34,1521136800000.0,0.05,7.6,15/03/2018 18:00
123177,35.0,OPEN,1521141929000,30,9,21,0,15/03/2018 19:25:29,1521136800000.0,0.05,7.6,15/03/2018 18:00
123178,10.0,OPEN,1521141948000,16,16,0,1,15/03/2018 19:25:48,1521136800000.0,0.05,7.6,15/03/2018 18:00
123180,24.0,OPEN,1521141948000,20,20,0,0,15/03/2018 19:25:48,1521136800000.0,0.05,7.6,15/03/2018 18:00
123182,85.0,OPEN,1521141997000,35,17,18,1,15/03/2018 19:26:37,1521136800000.0,0.05,7.6,15/03/2018 18:00
123183,33.0,OPEN,1521141978000,23,23,0,1,15/03/2018 19:26:18,1521136800000.0,0.05,7.6,15/03/2018 18:00
123184,44.0,OPEN,1521141891000,30,24,6,0,15/03/2018 19:24:51,1521136800000.0,0.05,7.6,15/03/2018 18:00
123186,57.0,OPEN,1521142051000,23,0,23,0,15/03/2018 19:27:31,1521136800000.0,0.05,7.6,15/03/2018 18:00
123187,80.0,OPEN,1521141908000,40,7,33,0,15/03/2018 19:25:08,1521136800000.0,0.05,7.6,15/03/2018 18:00
123188,41.0,OPEN,1521142114000,20,0,20,0,15/03/2018 19:28:34,1521136800000.0,0.05,7.6,15/03/2018 18:00
123189,3.0,OPEN,1521142028000,20,0,20,0,15/03/2018 19:27:08,1521136800000.0,0.05,7.6,15/03/2018 18:00
123190,46.0,OPEN,1521141954000,35,34,1,1,15/03/2018 19:25:54,1521136800000.0,0.05,7.6,15/03/2018 18:00
123191,40.0,OPEN,1521142095000,21,8,13,1,15/03/2018 19:28:15,1521136800000.0,0.05,7.6,15/03/2018 18:00
123193,70.0,OPEN,1521142118000,40,21,19,1,15/03/2018 19:28:38,1521136800000.0,0.05,7.6,15/03/2018 18:00
123194,28.0,OPEN,1521141996000,30,12,18,0,15/03/2018 19:26:36,1521136800000.0,0.05,7.6,15/03/2018 18:00
123195,39.0,OPEN,1521142091000,20,4,16,1,15/03/2018 19:28:11,1521136800000.0,0.05,7.6,15/03/2018 18:00
123196,83.0,OPEN,1521142106000,40,21,19,0,15/03/2018 19:28:26,1521136800000.0,0.05,7.6,15/03/2018 18:00
123198,21.0,OPEN,1521141964000,30,21,8,0,15/03/2018 19:26:04,1521136800000.0,0.05,7.6,15/03/2018 18:00
123199,88.0,OPEN,1521142087000,30,26,4,0,15/03/2018 19:28:07,1521136800000.0,0.05,7.6,15/03/2018 18:00
123200,42.0,OPEN,1521142394000,30,29,1,1,15/03/2018 19:33:14,1521147600000.0,0.09,7.38,15/03/2018 21:00
123202,54.0,OPEN,1521142300000,33,2,31,0,15/03/2018 19:31:40,1521147600000.0,0.09,7.38,15/03/2018 21:00
123203,56.0,OPEN,1521142416000,40,5,35,0,15/03/2018 19:33:36,1521147600000.0,0.09,7.38,15/03/2018 21:00
123204,6.0,OPEN,1521142137000,20,6,14,0,15/03/2018 19:28:57,1521136800000.0,0.05,7.6,15/03/2018 18:00
123205,18.0,OPEN,1521142239000,30,2,28,1,15/03/2018 19:30:39,1521147600000.0,0.09,7.38,15/03/2018 21:00
123206,32.0,OPEN,1521142403000,30,9,21,1,15/03/2018 19:33:23,1521147600000.0,0.09,7.38,15/03/2018 21:00
123208,48.0,OPEN,1521142226000,40,29,11,0,15/03/2018 19:30:26,1521147600000.0,0.09,7.38,15/03/2018 21:00
123209,13.0,OPEN,1521142180000,30,9,21,0,15/03/2018 19:29:40,1521136800000.0,0.05,7.6,15/03/2018 18:00
123210,43.0,OPEN,1521142311000,30,3,27,1,15/03/2018 19:31:51,1521147600000.0,0.09,7.38,15/03/2018 21:00
123212,31.0,OPEN,1521142263000,20,18,2,0,15/03/2018 19:31:03,1521147600000.0,0.09,7.38,15/03/2018 21:00
123213,98.0,OPEN,1521142409000,30,7,23,1,15/03/2018 19:33:29,1521147600000.0,0.09,7.38,15/03/2018 21:00
123214,14.0,OPEN,1521142299000,30,30,0,0,15/03/2018 19:31:39,1521147600000.0,0.09,7.38,15/03/2018 21:00
123216,23.0,OPEN,1521142393000,30,16,14,1,15/03/2018 19:33:13,1521147600000.0,0.09,7.38,15/03/2018 21:00
123217,68.0,OPEN,1521142404000,40,16,24,1,15/03/2018 19:33:24,1521147600000.0,0.09,7.38,15/03/2018 21:00
123218,74.0,OPEN,1521142189000,30,5,25,0,15/03/2018 19:29:49,1521136800000.0,0.05,7.6,15/03/2018 18:00
123219,87.0,OPEN,1521142330000,38,20,18,1,15/03/2018 19:32:10,1521147600000.0,0.09,7.38,15/03/2018 21:00
123221,90.0,CLOSED,1521142177000,40,0,0,0,15/03/2018 19:29:37,1521136800000.0,0.05,7.6,15/03/2018 18:00
123222,11.0,OPEN,1521142294000,30,0,30,0,15/03/2018 19:31:34,1521147600000.0,0.09,7.38,15/03/2018 21:00
123223,17.0,OPEN,1521142294000,20,9,11,0,15/03/2018 19:31:34,1521147600000.0,0.09,7.38,15/03/2018 21:00
123225,72.0,OPEN,1521142235000,31,0,31,0,15/03/2018 19:30:35,1521147600000.0,0.09,7.38,15/03/2018 21:00
123226,63.0,OPEN,1521142417000,35,0,35,0,15/03/2018 19:33:37,1521147600000.0,0.09,7.38,15/03/2018 21:00
123227,91.0,OPEN,1521142350000,30,15,15,0,15/03/2018 19:32:30,1521147600000.0,0.09,7.38,15/03/2018 21:00
123228,99.0,OPEN,1521142281000,30,17,13,0,15/03/2018 19:31:21,1521147600000.0,0.09,7.38,15/03/2018 21:00
123229,9.0,OPEN,1521142373000,24,22,2,0,15/03/2018 19:32:53,1521147600000.0,0.09,7.38,15/03/2018 21:00
123230,67.0,OPEN,1521142267000,40,13,27,0,15/03/2018 19:31:07,1521147600000.0,0.09,7.38,15/03/2018 21:00
123231,55.0,OPEN,1521142417000,36,1,35,0,15/03/2018 19:33:37,1521147600000.0,0.09,7.38,15/03/2018 21:00
123233,5.0,OPEN,1521142356000,40,17,23,0,15/03/2018 19:32:36,1521147600000.0,0.09,7.38,15/03/2018 21:00
123234,97.0,OPEN,1521142170000,40,29,11,1,15/03/2018 19:29:30,1521136800000.0,0.05,7.6,15/03/2018 18:00
123235,61.0,OPEN,1521142309000,25,8,17,1,15/03/2018 19:31:49,1521147600000.0,0.09,7.38,15/03/2018 21:00
123236,77.0,OPEN,1521142334000,29,3,26,0,15/03/2018 19:32:14,1521147600000.0,0.09,7.38,15/03/2018 21:00
123237,73.0,OPEN,1521142170000,30,11,19,1,15/03/2018 19:29:30,1521136800000.0,0.05,7.6,15/03/2018 18:00
123238,4.0,OPEN,1521142242000,20,2,18,0,15/03/2018 19:30:42,1521147600000.0,0.09,7.38,15/03/2018 21:00
123239,49.0,OPEN,1521142381000,40,36,4,0,15/03/2018 19:33:01,1521147600000.0,0.09,7.38,15/03/2018 21:00
123240,19.0,OPEN,1521142201000,30,0,30,0,15/03/2018 19:30:01,1521147600000.0,0.09,7.38,15/03/2018 21:00
123241,7.0,OPEN,1521142408000,29,4,25,1,15/03/2018 19:33:28,1521147600000.0,0.09,7.38,15/03/2018 21:00
123242,60.0,OPEN,1521142371000,30,19,11,1,15/03/2018 19:32:51,1521147600000.0,0.09,7.38,15/03/2018 21:00
123244,38.0,OPEN,1521142272000,40,36,3,0,15/03/2018 19:31:12,1521147600000.0,0.09,7.38,15/03/2018 21:00
123245,53.0,OPEN,1521142238000,40,0,38,0,15/03/2018 19:30:38,1521147600000.0,0.09,7.38,15/03/2018 21:00
123246,58.0,OPEN,1521142413000,40,10,30,1,15/03/2018 19:33:33,1521147600000.0,0.09,7.38,15/03/2018 21:00
123247,66.0,OPEN,1521142181000,40,6,33,0,15/03/2018 19:29:41,1521136800000.0,0.05,7.6,15/03/2018 18:00
123248,101.0,OPEN,1521142401000,30,7,23,0,15/03/2018 19:33:21,1521147600000.0,0.09,7.38,15/03/2018 21:00
123250,8.0,OPEN,1521142411000,30,8,22,0,15/03/2018 19:33:31,1521147600000.0,0.09,7.38,15/03/2018 21:00
123251,27.0,OPEN,1521142208000,20,0,20,0,15/03/2018 19:30:08,1521147600000.0,0.09,7.38,15/03/2018 21:00
123254,82.0,OPEN,1521142343000,22,8,14,0,15/03/2018 19:32:23,1521147600000.0,0.09,7.38,15/03/2018 21:00
123256,71.0,OPEN,1521142307000,40,6,34,1,15/03/2018 19:31:47,1521147600000.0,0.09,7.38,15/03/2018 21:00
123258,69.0,OPEN,1521142416000,40,3,37,0,15/03/2018 19:33:36,1521147600000.0,0.09,7.38,15/03/2018 21:00
123260,51.0,OPEN,1521142315000,40,20,20,0,15/03/2018 19:31:55,1521147600000.0,0.09,7.38,15/03/2018 21:00
123261,37.0,OPEN,1521142341000,30,1,28,1,15/03/2018 19:32:21,1521147600000.0,0.09,7.38,15/03/2018 21:00
123262,59.0,OPEN,1521142326000,20,6,14,0,15/03/2018 19:32:06,1521147600000.0,0.09,7.38,15/03/2018 21:00
123263,95.0,OPEN,1521142284000,40,17,23,1,15/03/2018 19:31:24,1521147600000.0,0.09,7.38,15/03/2018 21:00
123264,94.0,OPEN,1521142309000,40,34,6,0,15/03/2018 19:31:49,1521147600000.0,0.09,7.38,15/03/2018 21:00
123265,36.0,OPEN,1521142182000,40,15,24,1,15/03/2018 19:29:42,1521136800000.0,0.05,7.6,15/03/2018 18:00
123266,93.0,OPEN,1521142282000,40,39,1,0,15/03/2018 19:31:22,1521147600000.0,0.09,7.38,15/03/2018 21:00
123267,22.0,OPEN,1521142379000,20,15,5,0,15/03/2018 19:32:59,1521147600000.0,0.09,7.38,15/03/2018 21:00
123268,12.0,OPEN,1521142357000,20,16,4,0,15/03/2018 19:32:37,1521147600000.0,0.09,7.38,15/03/2018 21:00
123269,34.0,OPEN,1521142383000,30,20,10,0,15/03/2018 19:33:03,1521147600000.0,0.09,7.38,15/03/2018 21:00
123270,78.0,OPEN,1521142228000,40,16,24,0,15/03/2018 19:30:28,1521147600000.0,0.09,7.38,15/03/2018 21:00
123271,2.0,OPEN,1521142257000,20,4,16,1,15/03/2018 19:30:57,1521147600000.0,0.09,7.38,15/03/2018 21:00
123272,75.0,OPEN,1521142236000,40,38,2,1,15/03/2018 19:30:36,1521147600000.0,0.09,7.38,15/03/2018 21:00
123274,65.0,OPEN,1521142230000,40,0,40,1,15/03/2018 19:30:30,1521147600000.0,0.09,7.38,15/03/2018 21:00
123277,35.0,OPEN,1521142365000,30,9,21,0,15/03/2018 19:32:45,1521147600000.0,0.09,7.38,15/03/2018 21:00
123279,100.0,OPEN,1521142341000,25,25,0,0,15/03/2018 19:32:21,1521147600000.0,0.09,7.38,15/03/2018 21:00
123280,24.0,OPEN,1521142394000,20,20,0,0,15/03/2018 19:33:14,1521147600000.0,0.09,7.38,15/03/2018 21:00
123281,64.0,CLOSED,1521142219000,40,0,0,1,15/03/2018 19:30:19,1521147600000.0,0.09,7.38,15/03/2018 21:00
123282,85.0,OPEN,1521142364000,35,18,17,1,15/03/2018 19:32:44,1521147600000.0,0.09,7.38,15/03/2018 21:00
123283,33.0,OPEN,1521142301000,23,23,0,1,15/03/2018 19:31:41,1521147600000.0,0.09,7.38,15/03/2018 21:00
123285,89.0,CLOSED,1521142328000,40,0,0,1,15/03/2018 19:32:08,1521147600000.0,0.09,7.38,15/03/2018 21:00
123288,41.0,OPEN,1521142272000,20,1,19,0,15/03/2018 19:31:12,1521147600000.0,0.09,7.38,15/03/2018 21:00
123290,46.0,OPEN,1521142404000,35,33,2,1,15/03/2018 19:33:24,1521147600000.0,0.09,7.38,15/03/2018 21:00
123291,40.0,OPEN,1521142332000,21,8,13,1,15/03/2018 19:32:12,1521147600000.0,0.09,7.38,15/03/2018 21:00
123292,29.0,OPEN,1521142225000,29,12,17,1,15/03/2018 19:30:25,1521147600000.0,0.09,7.38,15/03/2018 21:00
123293,70.0,OPEN,1521142409000,40,17,23,1,15/03/2018 19:33:29,1521147600000.0,0.09,7.38,15/03/2018 21:00
123294,28.0,OPEN,1521142380000,30,12,18,0,15/03/2018 19:33:00,1521147600000.0,0.09,7.38,15/03/2018 21:00
123295,39.0,OPEN,1521142417000,20,2,18,1,15/03/2018 19:33:37,1521147600000.0,0.09,7.38,15/03/2018 21:00
123297,92.0,OPEN,1521142268000,40,40,0,0,15/03/2018 19:31:08,1521147600000.0,0.09,7.38,15/03/2018 21:00
123298,21.0,OPEN,1521142415000,30,22,7,0,15/03/2018 19:33:35,1521147600000.0,0.09,7.38,15/03/2018 21:00
123299,88.0,OPEN,1521142344000,30,27,3,0,15/03/2018 19:32:24,1521147600000.0,0.09,7.38,15/03/2018 21:00
123300,42.0,OPEN,1521142677000,30,30,0,1,15/03/2018 19:37:57,1521147600000.0,0.09,7.38,15/03/2018 21:00
123301,30.0,CLOSED,1521142662000,20,0,0,1,15/03/2018 19:37:42,1521147600000.0,0.09,7.38,15/03/2018 21:00
123303,56.0,OPEN,1521142550000,40,3,37,0,15/03/2018 19:35:50,1521147600000.0,0.09,7.38,15/03/2018 21:00
123305,18.0,OPEN,1521142628000,30,2,28,1,15/03/2018 19:37:08,1521147600000.0,0.09,7.38,15/03/2018 21:00
123306,32.0,OPEN,1521142569000,30,9,21,1,15/03/2018 19:36:09,1521147600000.0,0.09,7.38,15/03/2018 21:00
123307,52.0,OPEN,1521142649000,32,15,17,0,15/03/2018 19:37:29,1521147600000.0,0.09,7.38,15/03/2018 21:00
123308,48.0,OPEN,1521142710000,40,30,10,0,15/03/2018 19:38:30,1521147600000.0,0.09,7.38,15/03/2018 21:00
123310,43.0,OPEN,1521142717000,30,3,27,1,15/03/2018 19:38:37,1521147600000.0,0.09,7.38,15/03/2018 21:00
123311,81.0,OPEN,1521142544000,40,7,33,0,15/03/2018 19:35:44,1521147600000.0,0.09,7.38,15/03/2018 21:00
123312,31.0,OPEN,1521142481000,20,17,3,0,15/03/2018 19:34:41,1521147600000.0,0.09,7.38,15/03/2018 21:00
123313,98.0,OPEN,1521142446000,30,7,23,1,15/03/2018 19:34:06,1521147600000.0,0.09,7.38,15/03/2018 21:00
123314,14.0,OPEN,1521142667000,30,30,0,0,15/03/2018 19:37:47,1521147600000.0,0.09,7.38,15/03/2018 21:00
123315,1.0,OPEN,1521142695000,31,17,14,0,15/03/2018 19:38:15,1521147600000.0,0.09,7.38,15/03/2018 21:00
123316,23.0,OPEN,1521142681000,30,16,14,1,15/03/2018 19:38:01,1521147600000.0,0.09,7.38,15/03/2018 21:00
123319,87.0,OPEN,1521142718000,38,21,17,1,15/03/2018 19:38:38,1521147600000.0,0.09,7.38,15/03/2018 21:00
